mae,mse,rmse,mape,mspe,batchSize,learningRate,eLayers,dLayers,seqLen
0.9154457449913025,0.9043047428131104,0.9509493708610535,27.400718688964844,10086.0185546875,16.0,0.1,4.0,4.0,512.0
1.3333594799041748,1.8441230058670044,1.3579849004745483,36.60383605957031,17711.353515625,16.0,0.1,4.0,4.0,1024.0
0.47566667199134827,0.2905481159687042,0.5390251278877258,17.665191650390625,4335.55126953125,16.0,0.1,4.0,6.0,64.0
0.6047508120536804,0.4319964647293091,0.6572643518447876,20.557445526123047,5798.2578125,16.0,0.1,4.0,6.0,128.0
1.129179835319519,1.3413219451904297,1.1581544876098633,32.10715103149414,13718.990234375,16.0,0.1,4.0,6.0,512.0
1.3397541046142578,1.861216425895691,1.3642640113830566,36.74465560913086,17844.6015625,16.0,0.1,4.0,6.0,1024.0
0.21893545985221863,0.06636837124824524,0.25762060284614563,7.8918938636779785,910.5385131835938,16.0,0.1,4.0,8.0,64.0
0.21728289127349854,0.06742789596319199,0.25966882705688477,7.040399551391602,723.6681518554688,16.0,0.1,4.0,8.0,128.0
0.48876461386680603,0.3163892924785614,0.5624849200248718,18.343406677246094,4676.01708984375,16.0,0.1,4.0,8.0,512.0
0.9836428761482239,1.033828616142273,1.0167735815048218,28.901987075805664,11184.1396484375,16.0,0.1,4.0,8.0,1024.0
0.23714512586593628,0.0742703452706337,0.2725258469581604,9.409836769104004,1287.4564208984375,16.0,0.1,4.0,10.0,64.0
1.3659381866455078,1.932057499885559,1.3899847269058228,37.32151794433594,18395.75,16.0,0.1,4.0,10.0,128.0
1.2507652044296265,1.6306766271591187,1.2769794464111328,34.78532791137695,16035.564453125,16.0,0.1,4.0,10.0,512.0
1.1839234828948975,1.4679503440856934,1.211590051651001,33.312782287597656,14739.44921875,16.0,0.1,4.0,10.0,1024.0
0.21784384548664093,0.06630459427833557,0.25749677419662476,7.665201187133789,859.612060546875,16.0,0.1,6.0,2.0,64.0
0.21824753284454346,0.06636778265237808,0.2576194405555725,7.751152992248535,878.9814453125,16.0,0.1,6.0,2.0,128.0
0.23550060391426086,0.0734504982829094,0.27101752161979675,9.312202453613281,1261.6192626953125,16.0,0.1,6.0,2.0,512.0
1.2074410915374756,1.5241894721984863,1.234580636024475,33.830718994140625,15189.0693359375,16.0,0.1,6.0,2.0,1024.0
0.25051867961883545,0.08216837048530579,0.28665027022361755,10.217668533325195,1512.597412109375,16.0,0.1,6.0,4.0,64.0
0.22095264494419098,0.06718672066926956,0.2592040002346039,8.173661231994629,976.8822631835938,16.0,0.1,6.0,4.0,128.0
1.3502944707870483,1.8895702362060547,1.3746163845062256,36.976783752441406,18065.33203125,16.0,0.1,6.0,4.0,512.0
1.4067860841751099,2.0453224182128906,1.430147647857666,38.22091293334961,19271.5546875,16.0,0.1,6.0,4.0,1024.0
0.30263805389404297,0.14380812644958496,0.3792204260826111,2.0877504348754883,39.7554817199707,16.0,0.1,6.0,6.0,64.0
0.38945508003234863,0.21166235208511353,0.4600677788257599,1.9858428239822388,14.796175003051758,16.0,0.1,6.0,6.0,128.0
0.2614447772502899,0.08877969533205032,0.29795920848846436,10.69196891784668,1649.6329345703125,16.0,0.1,6.0,6.0,512.0
1.0992085933685303,1.2745349407196045,1.128952980041504,31.44710350036621,13175.830078125,16.0,0.1,6.0,6.0,1024.0
0.26634681224823,0.0922510176897049,0.30372852087020874,10.92883586883545,1721.187744140625,16.0,0.1,6.0,8.0,64.0
0.8596971035003662,0.8053551316261292,0.897415816783905,26.17231559753418,9229.3193359375,16.0,0.1,6.0,8.0,128.0
0.8630307912826538,0.8110976815223694,0.9006096124649048,26.24573516845703,9279.4453125,16.0,0.1,6.0,8.0,512.0
1.4147064685821533,2.0676698684692383,1.4379394054412842,38.39535903930664,19443.798828125,16.0,0.1,6.0,8.0,1024.0
1.0321860313415527,1.1316837072372437,1.063806176185608,29.971059799194336,12000.8759765625,16.0,0.1,6.0,10.0,64.0
0.4845335781574249,0.30106279253959656,0.5486918687820435,3.427079439163208,81.37476348876953,16.0,0.1,6.0,10.0,128.0
0.6528677940368652,0.4925117492675781,0.7017918229103088,21.617298126220703,6385.13037109375,16.0,0.1,6.0,10.0,512.0
1.3472014665603638,1.8812270164489746,1.371578335762024,36.90867233276367,18000.4296875,16.0,0.1,6.0,10.0,1024.0
